word,freq
,
"('full', 'moon')",2
,
"('moon', 'latte')",21
,
"('latte', '')",138
,
"('', 'blackberry')",5
,
"('blackberry', 'white')",3
,
"('white', 'mocha')",4
,
"('mocha', '')",28
,
"('', 'LOVE')",4
,
"('LOVE', 'their')",4
,
"('their', 'house')",5
,
"('house', 'made')",9
,
"('made', 'blackberry')",2
,
"('blackberry', 'syrup')",6
,
"('syrup', '')",15
,
"('', 'with')",72
,
"('with', 'soy')",7
,
"('soy', 'milk')",5
,
"('milk', 'every')",1
,
"('every', 'time')",30
,
"('time', '')",100
,
"('', 'Fave')",1
,
"('Fave', 'lunch')",1
,
"('lunch', 'at')",3
,
"('at', 'Corona')",4
,
"('Corona', 'Cafe')",10
,
"('Cafe', 'full')",1
,
"('full', 'moon')",2
,
"('moon', 'latte')",21
,
"('latte', 'and')",45
,
"('and', 'spinach')",3
,
"('spinach', 'salad')",2
,
"('salad', '')",3
,
"('', 'Full')",4
,
"('Full', 'moon')",1
,
"('moon', 'latte')",21
,
"('latte', '')",138
,
"('', 'blackberry')",5
,
"('blackberry', 'white')",3
,
"('white', 'mocha')",4
,
"('mocha', '')",28
,
"('', '')",9435
,
"('', 'LOVE')",4
,
"('LOVE', 'their')",4
,
"('their', 'house')",5
,
"('house', 'made')",9
,
"('made', 'blackberry')",2
,
"('blackberry', 'syrup')",6
,
"('syrup', '')",15
,
"('', 'I')",2231
,
"('I', 've')",317
,
"('ve', 'become')",1
,
"('become', 'a')",7
,
"('a', 'regular')",32
,
"('regular', '')",13
,
"('', '')",9435
,
"('check', 'ins')",217
,
"('ins', 'This')",11
,
"('This', 'is')",115
,
"('is', 'a')",243
,
"('a', 'locally')",3
,
"('locally', 'owned')",6
,
"('owned', 'Austin')",1
,
"('Austin', 'business')",1
,
"('business', 'and')",4
,
"('and', 'for')",8
,
"('for', 'that')",29
,
"('that', 'reason')",1
,
"('reason', 'alone')",1
,
"('alone', 'you')",1
,
"('you', 'should')",10
,
"('should', 'check')",1
,
"('check', 'it')",17
,
"('it', 'out')",40
,
"('out', '')",129
,
"('', '')",9435
,
"('', 'Naiman')",5
,
"('Naiman', 'and')",4
,
"('and', 'his')",12
,
"('his', 'staff')",2
,
"('staff', 'serve')",2
,
"('serve', 'up')",4
,
"('up', 'awesome')",1
,
"('awesome', 'coffee')",7
,
"('coffee', 'and')",202
,
"('and', 'tea')",9
,
"('tea', 'drinks')",1
,
"('drinks', 'that')",5
,
"('that', 'can')",12
,
"('can', 'be')",50
,
"('be', 'ordered')",2
,
"('ordered', 'hot')",1
,
"('hot', 'or')",1
,
"('or', 'cold')",4
,
"('cold', '')",12
,
"('', '')",9435
,
"('', 'My')",173
,
"('My', 'personal')",3
,
"('personal', 'favorite')",2
,
"('favorite', 'is')",9
,
"('is', 'the')",137
,
"('the', 'Luna')",2
,
"('Luna', '')",2
,
"('', 'Coffee')",68
,
"('Coffee', 'with')",4
,
"('with', 'Mexican')",1
,
"('Mexican', 'Chocolate')",4
,
"('Chocolate', '')",5
,
"('', 'topped')",2
,
"('topped', 'with')",4
,
"('with', 'whipped')",2
,
"('whipped', 'cream')",5
,
"('cream', '')",50
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'They')",485
,
"('They', 'have')",119
,
"('have', 'a')",223
,
"('a', 'funky')",4
,
"('funky', 'decor')",1
,
"('decor', 'and')",14
,
"('and', 'have')",46
,
"('have', 'paintings')",1
,
"('paintings', 'and')",1
,
"('and', 'artwork')",3
,
"('artwork', 'hanging')",1
,
"('hanging', 'up')",1
,
"('up', 'to')",27
,
"('to', 'enjoy')",24
,
"('enjoy', 'and')",1
,
"('and', 'purchase')",3
,
"('purchase', 'which')",1
,
"('which', 'are')",15
,
"('are', 'all')",11
,
"('all', 'done')",1
,
"('done', 'my')",1
,
"('my', 'local')",4
,
"('local', 'Austin')",3
,
"('Austin', 'artists')",2
,
"('artists', '')",6
,
"('', '')",9435
,
"('', 'In')",55
,
"('In', 'addition')",11
,
"('addition', 'to')",23
,
"('to', 'drinks')",3
,
"('drinks', 'they')",2
,
"('they', 'offer')",21
,
"('offer', 'breakfast')",3
,
"('breakfast', 'tacos')",66
,
"('tacos', '')",47
,
"('', 'sandwiches')",11
,
"('sandwiches', '')",26
,
"('', 'cookies')",5
,
"('cookies', '')",10
,
"('', 'bagels')",1
,
"('bagels', 'and')",3
,
"('and', 'other')",13
,
"('other', 'treats')",1
,
"('treats', '')",8
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'Check')",20
,
"('Check', 'in')",1
,
"('in', 'on')",10
,
"('on', 'Yelp')",7
,
"('Yelp', 'for')",1
,
"('for', '')",61
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'off')",7
,
"('off', 'your')",1
,
"('your', 'order')",12
,
"('order', '')",30
,
"('', '')",9435
,
"('Cute', 'neighborhood')",1
,
"('neighborhood', 'book')",1
,
"('book', 'with')",1
,
"('with', 'good')",12
,
"('good', 'coffee')",86
,
"('coffee', 'and')",202
,
"('and', 'local')",3
,
"('local', 'snacks')",1
,
"('snacks', 'from')",1
,
"('from', 'some')",5
,
"('some', 'of')",59
,
"('of', 'your')",8
,
"('your', 'favorites')",1
,
"('favorites', '')",4
,
"('', '')",9435
,
"('', 'including')",16
,
"('including', 'a')",2
,
"('a', 'small')",78
,
"('small', 'selection')",4
,
"('selection', 'of')",50
,
"('of', 'Fricanos')",1
,
"('Fricanos', 'sandwiches')",1
,
"('sandwiches', '')",26
,
"('', 'Happy')",5
,
"('Happy', 'to')",3
,
"('to', 'see')",37
,
"('see', 'a')",7
,
"('a', 'lot')",127
,
"('lot', 'of')",90
,
"('of', 'of')",1
,
"('of', 'local')",7
,
"('local', 'charm')",1
,
"('charm', 'on')",1
,
"('on', 'this')",15
,
"('this', 'busy')",1
,
"('busy', 'fast')",1
,
"('fast', 'food')",4
,
"('food', 'dominated')",1
,
"('dominated', 'corridor')",1
,
"('corridor', '')",1
,
"('', 'I')",2231
,
"('I', 'look')",5
,
"('look', 'forward')",3
,
"('forward', 'to')",11
,
"('to', 'much')",1
,
"('much', 'more')",10
,
"('more', 'character')",1
,
"('character', 'coming')",1
,
"('coming', 'to')",6
,
"('to', 'this')",33
,
"('this', 'failsafe')",1
,
"('failsafe', 'flipping')",1
,
"('flipping', 'and')",1
,
"('and', 'investing')",1
,
"('investing', 'part')",1
,
"('part', 'of')",22
,
"('of', 'town')",19
,
"('town', '')",67
,
"('', '')",9435
,
"('Great', 'little')",9
,
"('little', 'coffee')",24
,
"('coffee', 'shop')",328
,
"('shop', '')",159
,
"('', 'I')",2231
,
"('I', 'found')",25
,
"('found', 'it')",13
,
"('it', 'on')",7
,
"('on', 'my')",41
,
"('my', 'way')",14
,
"('way', 'to')",27
,
"('to', 'a')",42
,
"('a', 'professional')",2
,
"('professional', 'development')",1
,
"('development', 'class')",1
,
"('class', 'at')",1
,
"('at', 'the')",115
,
"('the', 'Embassy')",1
,
"('Embassy', 'Suites')",1
,
"('Suites', 'on')",1
,
"('on', '')",37
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'frontage')",1
,
"('frontage', '')",1
,
"('', 'This')",227
,
"('This', 'will')",3
,
"('will', 'be')",50
,
"('be', 'a')",71
,
"('a', 'regular')",32
,
"('regular', 'stop')",3
,
"('stop', 'for')",4
,
"('for', 'me')",75
,
"('me', 'if')",1
,
"('if', 'I')",50
,
"('I', 'take')",4
,
"('take', 'more')",2
,
"('more', 'classes')",1
,
"('classes', 'up')",1
,
"('up', 'this')",1
,
"('this', 'way')",1
,
"('way', '')",24
,
"('', '')",9435
,
"('check', 'ins')",217
,
"('ins', 'ROTD')",5
,
"('ROTD', '')",6
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'Ok')",2
,
"('Ok', '')",6
,
"('', 'this')",94
,
"('this', 'is')",88
,
"('is', 'the')",137
,
"('the', 'most')",32
,
"('most', 'authentic')",2
,
"('authentic', '')",8
,
"('', 'anti')",1
,
"('anti', 'corporate')",1
,
"('corporate', '')",3
,
"('', 'true')",2
,
"('true', 'coffee')",3
,
"('coffee', 'shop')",328
,
"('shop', 'I')",10
,
"('I', 'have')",192
,
"('have', 'ever')",25
,
"('ever', 'been')",5
,
"('been', 'to')",48
,
"('to', '')",50
,
"('', '')",9435
,
"('', 'Naimen')",3
,
"('Naimen', 'is')",2
,
"('is', 'the')",137
,
"('the', 'owner')",39
,
"('owner', 'operator')",1
,
"('operator', 'and')",1
,
"('and', 'the')",378
,
"('the', 'most')",32
,
"('most', 'knowledgeable')",1
,
"('knowledgeable', 'person')",1
,
"('person', 'on')",2
,
"('on', 'coffee')",6
,
"('coffee', 'I')",37
,
"('I', 'have')",192
,
"('have', 'ever')",25
,
"('ever', 'met')",3
,
"('met', '')",3
,
"('', '')",9435
,
"('', 'If')",163
,
"('If', 'this')",2
,
"('this', 'isn')",8
,
"('isn', 't')",62
,
"('t', 'obvious')",1
,
"('obvious', 'in')",1
,
"('in', 'the')",432
,
"('the', 'craftsmanship')",1
,
"('craftsmanship', 'he')",1
,
"('he', 'applies')",1
,
"('applies', 'to')",1
,
"('to', 'his')",2
,
"('his', 'trade')",1
,
"('trade', '')",4
,
"('', 'then')",22
,
"('then', 'you')",11
,
"('you', 'aren')",2
,
"('aren', 't')",22
,
"('t', 'a')",11
,
"('a', 'true')",11
,
"('true', 'coffee')",3
,
"('coffee', 'fan')",3
,
"('fan', '')",15
,
"('', 'If')",163
,
"('If', 'you')",111
,
"('you', 'continue')",1
,
"('continue', 'to')",5
,
"('to', 'visit')",10
,
"('visit', 'and')",4
,
"('and', 'listen')",2
,
"('listen', 'to')",5
,
"('to', 'his')",2
,
"('his', 'coffee')",1
,
"('coffee', 'conversations')",1
,
"('conversations', '')",4
,
"('', 'you')",97
,
"('you', 'can')",134
,
"('can', 't')",90
,
"('t', 'help')",11
,
"('help', 'but')",6
,
"('but', 'learn')",1
,
"('learn', 'a')",1
,
"('a', 'ton')",14
,
"('ton', '')",1
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'Now')",13
,
"('Now', 'for')",1
,
"('for', 'the')",160
,
"('the', 'coffee')",235
,
"('coffee', '')",570
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'am')",118
,
"('am', 'a')",9
,
"('a', 'traditional')",3
,
"('traditional', 'coffee')",1
,
"('coffee', 'person')",6
,
"('person', '')",14
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'like')",82
,
"('like', 'my')",10
,
"('my', 'coffee')",56
,
"('coffee', 'black')",4
,
"('black', '')",12
,
"('', 'no')",45
,
"('no', 'cream')",2
,
"('cream', '')",50
,
"('', 'no')",45
,
"('no', 'sugar')",2
,
"('sugar', '')",28
,
"('', 'so')",221
,
"('so', 'yes')",1
,
"('yes', '')",8
,
"('', 'I')",2231
,
"('I', 'am')",118
,
"('am', 'boring')",1
,
"('boring', '')",2
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'find')",6
,
"('find', 'those')",1
,
"('those', 'that')",3
,
"('that', 'order')",1
,
"('order', 'their')",1
,
"('their', 'triple')",1
,
"('triple', 'half')",1
,
"('half', 'caff')",1
,
"('caff', 'double')",1
,
"('double', 'Chia')",1
,
"('Chia', 'latte')",1
,
"('latte', 'with')",22
,
"('with', 'cinnamon')",2
,
"('cinnamon', 'revolting')",1
,
"('revolting', 'people')",1
,
"('people', 'that')",11
,
"('that', 'talk')",1
,
"('talk', 'more')",1
,
"('more', 'about')",6
,
"('about', 'themselves')",1
,
"('themselves', '')",4
,
"('', 'the')",361
,
"('the', 'Kardashians')",1
,
"('Kardashians', '')",1
,
"('', 'vaccinations')",1
,
"('vaccinations', 'and')",1
,
"('and', 'whatever')",3
,
"('whatever', 'other')",1
,
"('other', 'mindless')",1
,
"('mindless', 'nonsensical')",1
,
"('nonsensical', 'fad')",1
,
"('fad', 'happens')",1
,
"('happens', 'to')",2
,
"('to', 'be')",142
,
"('be', 'popular')",1
,
"('popular', '')",12
,
"('', '')",9435
,
"('', 'You')",109
,
"('You', 'can')",41
,
"('can', 'find')",8
,
"('find', 'these')",1
,
"('these', 'people')",3
,
"('people', 'at')",1
,
"('at', 'the')",115
,
"('the', 'green')",6
,
"('green', 'and')",2
,
"('and', 'white')",7
,
"('white', 'place')",1
,
"('place', 'happily')",1
,
"('happily', 'displaying')",1
,
"('displaying', 'their')",1
,
"('their', 'latest')",1
,
"('latest', 'technology')",1
,
"('technology', 'as')",1
,
"('as', 'a')",36
,
"('a', 'status')",1
,
"('status', 'symbol')",1
,
"('symbol', '')",1
,
"('', 'but')",644
,
"('but', 'I')",195
,
"('I', 'digress')",3
,
"('digress', '')",3
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'was')",233
,
"('was', 'so')",51
,
"('so', 'impressed')",2
,
"('impressed', 'with')",13
,
"('with', 'Naiman')",2
,
"('Naiman', 's')",5
,
"('s', 'knowledge')",1
,
"('knowledge', 'I')",1
,
"('I', 'threw')",1
,
"('threw', 'caution')",1
,
"('caution', 'to')",1
,
"('to', 'the')",184
,
"('the', 'wind')",1
,
"('wind', 'and')",1
,
"('and', 'left')",6
,
"('left', 'my')",4
,
"('my', 'coffee')",56
,
"('coffee', 'experience')",6
,
"('experience', 'in')",4
,
"('in', 'his')",4
,
"('his', 'hands')",1
,
"('hands', '')",3
,
"('', '')",9435
,
"('', 'He')",37
,
"('He', 'had')",1
,
"('had', 'no')",10
,
"('no', 'clue')",1
,
"('clue', 'that')",1
,
"('that', 'I')",138
,
"('I', 'liked')",20
,
"('liked', 'my')",2
,
"('my', 'coffee')",56
,
"('coffee', 'plain')",1
,
"('plain', 'Jane')",1
,
"('Jane', 'with')",1
,
"('with', 'the')",133
,
"('the', 'only')",35
,
"('only', 'question')",1
,
"('question', 'being')",1
,
"('being', '')",2
,
"('', 'whole')",1
,
"('whole', 'milk')",3
,
"('milk', '')",81
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'to')",57
,
"('to', 'which')",4
,
"('which', 'I')",44
,
"('I', 'said')",9
,
"('said', '')",28
,
"('', 'yes')",4
,
"('yes', '')",8
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'After')",18
,
"('After', 'the')",2
,
"('the', 'typical')",2
,
"('typical', 'slam')",1
,
"('slam', 'bang')",1
,
"('bang', 'of')",1
,
"('of', 'the')",422
,
"('the', 'espresso')",30
,
"('espresso', 'machine')",10
,
"('machine', 'I')",1
,
"('I', 'was')",233
,
"('was', 'presented')",1
,
"('presented', 'with')",1
,
"('with', 'the')",133
,
"('the', 'non')",3
,
"('non', 'descript')",1
,
"('descript', 'white')",1
,
"('white', 'cup')",1
,
"('cup', 'with')",1
,
"('with', 'the')",133
,
"('the', 'to')",1
,
"('to', 'go')",117
,
"('go', 'lid')",1
,
"('lid', 'in')",1
,
"('in', 'place')",1
,
"('place', '')",261
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'didn')",64
,
"('didn', 't')",122
,
"('t', 'care')",4
,
"('care', 'to')",3
,
"('to', 'take')",23
,
"('take', 'the')",5
,
"('the', 'lid')",1
,
"('lid', 'off')",1
,
"('off', 'top')",1
,
"('top', 'to')",1
,
"('to', 'see')",37
,
"('see', 'what')",5
,
"('what', 'was')",6
,
"('was', 'inside')",2
,
"('inside', 'as')",1
,
"('as', 'the')",36
,
"('the', 'first')",44
,
"('first', 'sip')",8
,
"('sip', 'would')",1
,
"('would', 'tell')",1
,
"('tell', 'me')",6
,
"('me', 'more')",2
,
"('more', 'than')",40
,
"('than', 'any')",7
,
"('any', 'visual')",1
,
"('visual', '')",1
,
"('', '')",9435
,
"('', 'As')",49
,
"('As', 'I')",10
,
"('I', 'take')",4
,
"('take', 'that')",1
,
"('that', 'first')",2
,
"('first', 'sip')",8
,
"('sip', '')",10
,
"('', 'he')",15
,
"('he', 'asks')",1
,
"('asks', '')",1
,
"('', '')",9435
,
"('', 'So')",107
,
"('So', '')",18
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'My')",173
,
"('My', 'mind')",1
,
"('mind', 'is')",1
,
"('is', 'now')",6
,
"('now', 'seriously')",1
,
"('seriously', 'confused')",1
,
"('confused', '')",1
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'detected')",1
,
"('detected', 'a')",1
,
"('a', 'bit')",108
,
"('bit', 'of')",17
,
"('of', 'mocha')",2
,
"('mocha', 'but')",2
,
"('but', 'the')",98
,
"('the', 'strength')",2
,
"('strength', 'of')",1
,
"('of', 'the')",422
,
"('the', 'espresso')",30
,
"('espresso', 'bean')",2
,
"('bean', 'and')",3
,
"('and', 'the')",378
,
"('the', 'silky')",1
,
"('silky', 'smooth')",1
,
"('smooth', 'sensation')",1
,
"('sensation', 'of')",1
,
"('of', 'real')",2
,
"('real', 'whole')",1
,
"('whole', 'milk')",3
,
"('milk', 'froth')",1
,
"('froth', '')",1
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'ponder')",1
,
"('ponder', 'the')",1
,
"('the', 'fact')",20
,
"('fact', 'that')",20
,
"('that', 'I')",138
,
"('I', 'like')",82
,
"('like', 'this')",37
,
"('this', '')",41
,
"('', 'no')",45
,
"('no', '')",6
,
"('', 'I')",2231
,
"('I', 'REALLY')",3
,
"('REALLY', 'like')",3
,
"('like', 'this')",37
,
"('this', '')",41
,
"('', '')",9435
,
"('', 'My')",173
,
"('My', 'response')",1
,
"('response', 'is')",1
,
"('is', 'a')",243
,
"('a', 'guarded')",1
,
"('guarded', 'one')",1
,
"('one', 'of')",115
,
"('of', '')",42
,
"('', 'Caf')",4
,
"('Caf', '')",16
,
"('', 'Mocha')",7
,
"('Mocha', 'but')",1
,
"('but', 'there')",25
,
"('there', 'is')",54
,
"('is', 'something')",7
,
"('something', 'strange')",1
,
"('strange', 'and')",3
,
"('and', 'delicious')",23
,
"('delicious', '')",130
,
"('', '')",9435
,
"('', 'His')",2
,
"('His', 'response')",1
,
"('response', 'startled')",1
,
"('startled', 'me')",1
,
"('me', '')",150
,
"('', '')",9435
,
"('', 'Naimen')",3
,
"('Naimen', 'revels')",1
,
"('revels', 'to')",1
,
"('to', 'my')",35
,
"('my', 'shock')",1
,
"('shock', 'and')",1
,
"('and', 'horror')",1
,
"('horror', 'that')",1
,
"('that', 'I')",138
,
"('I', 'just')",59
,
"('just', 'had')",5
,
"('had', 'a')",112
,
"('a', '')",57
,
"('', 'BLACKBERRY')",1
,
"('BLACKBERRY', 'LATTE')",1
,
"('LATTE', '')",2
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'think')",90
,
"('think', 'to')",3
,
"('to', 'myself')",6
,
"('myself', '')",17
,
"('', 'how')",6
,
"('how', 'can')",3
,
"('can', 'this')",2
,
"('this', 'be')",2
,
"('be', '')",23
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'am')",118
,
"('am', 'a')",9
,
"('a', 'normal')",4
,
"('normal', 'blue')",1
,
"('blue', 'collar')",1
,
"('collar', 'coffee')",1
,
"('coffee', 'type')",1
,
"('type', '')",2
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'am')",118
,
"('am', 'not')",12
,
"('not', 'a')",62
,
"('a', 'one')",2
,
"('one', 'bite')",2
,
"('bite', 'fruit')",1
,
"('fruit', 'guy')",1
,
"('guy', '')",6
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'love')",151
,
"('love', 'my')",2
,
"('my', 'droid')",1
,
"('droid', 'and')",1
,
"('and', 'my')",37
,
"('my', 'Linux')",1
,
"('Linux', 'and')",1
,
"('and', 'my')",37
,
"('my', 'old')",2
,
"('old', 'school')",4
,
"('school', 'punk')",1
,
"('punk', 'and')",1
,
"('and', 'all')",18
,
"('all', 'things')",1
,
"('things', 'anti')",1
,
"('anti', 'latte')",1
,
"('latte', '')",138
,
"('', 'yet')",11
,
"('yet', 'I')",3
,
"('I', 'somehow')",1
,
"('somehow', 'love')",1
,
"('love', 'this')",44
,
"('this', 'blend')",1
,
"('blend', '')",3
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'The')",1206
,
"('The', 'elegance')",1
,
"('elegance', 'of')",1
,
"('of', 'the')",422
,
"('the', 'blackberry')",5
,
"('blackberry', 'syrup')",6
,
"('syrup', 'made')",2
,
"('made', 'and')",1
,
"('and', 'espresso')",8
,
"('espresso', 'bean')",2
,
"('bean', 'creating')",1
,
"('creating', 'a')",1
,
"('a', 'slight')",4
,
"('slight', 'hint')",2
,
"('hint', 'of')",17
,
"('of', 'Mocha')",1
,
"('Mocha', 'combined')",1
,
"('combined', 'with')",1
,
"('with', 'the')",133
,
"('the', 'smoothness')",3
,
"('smoothness', 'of')",3
,
"('of', 'whole')",2
,
"('whole', 'milk')",3
,
"('milk', 'is')",15
,
"('is', 'a')",243
,
"('a', 'testament')",2
,
"('testament', 'to')",2
,
"('to', 'molecular')",1
,
"('molecular', 'gastronomy')",1
,
"('gastronomy', '')",1
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'have')",192
,
"('have', 'now')",1
,
"('now', 'come')",1
,
"('come', 'to')",17
,
"('to', 'the')",184
,
"('the', 'conclusion')",2
,
"('conclusion', 'that')",2
,
"('that', 'as')",3
,
"('as', 'long')",6
,
"('long', 'as')",8
,
"('as', 'a')",36
,
"('a', 'craftsmen')",1
,
"('craftsmen', 'is')",1
,
"('is', 'true')",3
,
"('true', 'to')",2
,
"('to', 'their')",21
,
"('their', 'craft')",8
,
"('craft', '')",9
,
"('', 'I')",2231
,
"('I', 'can')",124
,
"('can', 'respect')",2
,
"('respect', 'that')",2
,
"('that', '')",69
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'can')",124
,
"('can', 'not')",2
,
"('not', 'only')",13
,
"('only', 'respect')",1
,
"('respect', 'it')",1
,
"('it', '')",287
,
"('', 'I')",2231
,
"('I', 'can')",124
,
"('can', 'admire')",1
,
"('admire', 'it')",1
,
"('it', '')",287
,
"('', '')",9435
,
"('', 'Corona')",8
,
"('Corona', 'Caf')",4
,
"('Caf', '')",16
,
"('', 'is')",60
,
"('is', 'a')",243
,
"('a', 'true')",11
,
"('true', 'rarity')",1
,
"('rarity', 'and')",1
,
"('and', 'certainly')",1
,
"('certainly', 'respects')",1
,
"('respects', 'that')",1
,
"('that', 'art')",1
,
"('art', 'of')",2
,
"('of', 'coffee')",146
,
"('coffee', 'brewing')",2
,
"('brewing', 'and')",2
,
"('and', 'blending')",1
,
"('blending', '')",1
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'While')",22
,
"('While', 'the')",4
,
"('the', 'green')",6
,
"('green', 'and')",2
,
"('and', 'whites')",1
,
"('whites', 'are')",1
,
"('are', 'painting')",1
,
"('painting', 'by')",1
,
"('by', 'number')",1
,
"('number', '')",3
,
"('', 'Naimen')",3
,
"('Naimen', 'is')",2
,
"('is', 'a')",243
,
"('a', 'true')",11
,
"('true', 'artist')",1
,
"('artist', '')",2
,
"('', 'Art')",2
,
"('Art', 'work')",1
,
"('work', 'for')",4
,
"('for', 'sale')",6
,
"('sale', 'From')",1
,
"('From', 'the')",12
,
"('the', 'inside')",24
,
"('inside', '')",46
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('Listed', 'in')",121
,
"('in', 'Yelp')",4
,
"('Yelp', '')",12
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'Challenge')",6
,
"('Challenge', '')",8
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'Austin')",18
,
"('Austin', 'Spots')",1
,
"('Spots', 'Really')",1
,
"('Really', 'like')",1
,
"('like', 'the')",54
,
"('the', 'vibe')",13
,
"('vibe', 'here')",3
,
"('here', '')",271
,
"('', 'Immediately')",2
,
"('Immediately', 'liked')",1
,
"('liked', 'the')",14
,
"('the', 'owner')",39
,
"('owner', 'as')",1
,
"('as', 'he')",2
,
"('he', 'was')",19
,
"('was', 'polite')",2
,
"('polite', '')",3
,
"('', 'positive')",1
,
"('positive', '')",1
,
"('', 'and')",960
,
"('and', 'very')",16
,
"('very', 'knowledgable')",1
,
"('knowledgable', 'about')",2
,
"('about', 'his')",2
,
"('his', 'craft')",3
,
"('craft', '')",9
,
"('', 'He')",37
,
"('He', 's')",1
,
"('s', 'like')",14
,
"('like', 'a')",66
,
"('a', 'mixologist')",1
,
"('mixologist', 'with')",1
,
"('with', 'coffee')",10
,
"('coffee', '')",570
,
"('', 'He')",37
,
"('He', 'was')",3
,
"('was', 'training')",1
,
"('training', 'a')",1
,
"('a', 'new')",26
,
"('new', 'barista')",1
,
"('barista', 'when')",1
,
"('when', 'I')",102
,
"('I', 'arrived')",2
,
"('arrived', 'so')",2
,
"('so', 'I')",127
,
"('I', 'got')",79
,
"('got', 'the')",60
,
"('the', 'pleasure')",2
,
"('pleasure', 'to')",2
,
"('to', 'hear')",3
,
"('hear', 'him')",2
,
"('him', 'talk')",1
,
"('talk', 'a')",1
,
"('a', 'bit')",108
,
"('bit', 'about')",2
,
"('about', 'the')",41
,
"('the', 'chemistry')",1
,
"('chemistry', 'of')",1
,
"('of', 'the')",422
,
"('the', 'decisions')",1
,
"('decisions', 'he')",1
,
"('he', 'was')",19
,
"('was', 'making')",2
,
"('making', 'while')",1
,
"('while', 'brewing')",1
,
"('brewing', '')",2
,
"('', '')",9435
,
"('', 'Ordered')",9
,
"('Ordered', 'the')",3
,
"('the', 'Blackberry')",2
,
"('Blackberry', 'Dark')",2
,
"('Dark', 'Mocha')",2
,
"('Mocha', 'and')",7
,
"('and', 'holy')",2
,
"('holy', 'crap')",2
,
"('crap', '')",2
,
"('', 'one')",19
,
"('one', 'of')",115
,
"('of', 'the')",422
,
"('the', 'best')",193
,
"('best', 'coffees')",3
,
"('coffees', 'I')",3
,
"('I', 've')",317
,
"('ve', 'had')",69
,
"('had', '')",71
,
"('', 'Not')",82
,
"('Not', 'too')",11
,
"('too', 'sweet')",45
,
"('sweet', 'with')",2
,
"('with', 'lots')",20
,
"('lots', 'of')",73
,
"('of', 'flavor')",10
,
"('flavor', '')",47
,
"('', 'Most')",17
,
"('Most', 'coffee')",2
,
"('coffee', 'shops')",110
,
"('shops', 'cover')",1
,
"('cover', 'up')",1
,
"('up', 'the')",19
,
"('the', 'lack')",7
,
"('lack', 'of')",14
,
"('of', 'complexity')",1
,
"('complexity', 'in')",1
,
"('in', 'their')",25
,
"('their', 'coffee')",63
,
"('coffee', 'drinks')",24
,
"('drinks', 'with')",2
,
"('with', 'more')",5
,
"('more', 'sugar')",1
,
"('sugar', '')",28
,
"('', 'which')",177
,
"('which', 'I')",44
,
"('I', 'hate')",5
,
"('hate', '')",1
,
"('', '')",9435
,
"('', 'Wish')",6
,
"('Wish', 'I')",2
,
"('I', 'was')",233
,
"('was', 'living')",2
,
"('living', 'in')",5
,
"('in', 'Austin')",239
,
"('Austin', 'again')",3
,
"('again', 'to')",5
,
"('to', 'hit')",2
,
"('hit', 'this')",3
,
"('this', 'place')",363
,
"('place', 'up')",3
,
"('up', 'every')",2
,
"('every', 'day')",14
,
"('day', '')",95
,
"('', 'Come')",10
,
"('Come', 'here')",7
,
"('here', 'and')",25
,
"('and', 'you')",46
,
"('you', 'won')",7
,
"('won', 't')",36
,
"('t', 'be')",33
,
"('be', 'disappointed')",10
,
"('disappointed', '')",21
