word,freq
,
"('visit', 'this')",5
,
"('this', 'place')",363
,
"('place', 'again')",2
,
"('again', '')",44
,
"('', 'to')",57
,
"('to', 'try')",103
,
"('try', 'their')",28
,
"('their', 'Vietnamese')",1
,
"('Vietnamese', 'iced')",1
,
"('iced', 'coffee')",68
,
"('coffee', '')",570
,
"('', 'but')",644
,
"('but', 'not')",53
,
"('not', 'until')",2
,
"('until', 'I')",6
,
"('I', 'finish')",1
,
"('finish', 'exploring')",1
,
"('exploring', 'other')",1
,
"('other', 'cafes')",2
,
"('cafes', 'in')",4
,
"('in', 'the')",432
,
"('the', 'area')",56
,
"('area', '')",80
,
"('', '')",9435
,
"('We', 'stopped')",4
,
"('stopped', 'by')",12
,
"('by', 'here')",10
,
"('here', 'for')",43
,
"('for', 'a')",263
,
"('a', 'pastry')",2
,
"('pastry', 'and')",2
,
"('and', 'coffee')",26
,
"('coffee', 'before')",7
,
"('before', 'starting')",1
,
"('starting', 'our')",1
,
"('our', 'day')",2
,
"('day', 'in')",8
,
"('in', 'Austin')",239
,
"('Austin', '')",277
,
"('', 'It')",581
,
"('It', 's')",289
,
"('s', 'just')",19
,
"('just', 'around')",3
,
"('around', 'the')",29
,
"('the', 'corner')",20
,
"('corner', 'from')",3
,
"('from', 'our')",6
,
"('our', 'AirBnB')",1
,
"('AirBnB', 'so')",1
,
"('so', 'it')",47
,
"('it', 'was')",296
,
"('was', 'very')",74
,
"('very', 'convenient')",1
,
"('convenient', '')",6
,
"('', 'Ate')",1
,
"('Ate', 'my')",1
,
"('my', 'first')",26
,
"('first', 'kolache')",1
,
"('kolache', '')",8
,
"('', 'sausage')",2
,
"('sausage', 'and')",5
,
"('and', 'cheddar')",1
,
"('cheddar', '')",2
,
"('', 'here')",4
,
"('here', 'and')",25
,
"('and', 'it')",189
,
"('it', 'was')",296
,
"('was', 'so')",51
,
"('so', 'delicious')",10
,
"('delicious', '')",130
,
"('', 'We')",176
,
"('We', 'originally')",1
,
"('originally', 'bought')",1
,
"('bought', 'one')",1
,
"('one', 'to')",5
,
"('to', 'share')",9
,
"('share', 'but')",1
,
"('but', 'the')",98
,
"('the', 'boyfriend')",1
,
"('boyfriend', 'took')",1
,
"('took', 'one')",2
,
"('one', 'bite')",2
,
"('bite', 'and')",1
,
"('and', 'told')",5
,
"('told', 'me')",16
,
"('me', 'to')",24
,
"('to', 'get')",147
,
"('get', 'my')",9
,
"('my', 'own')",16
,
"('own', '')",6
,
"('', 'Lol')",3
,
"('Lol', '')",2
,
"('', 'I')",2231
,
"('I', 'washed')",1
,
"('washed', 'it')",1
,
"('it', 'down')",3
,
"('down', 'with')",5
,
"('with', 'a')",185
,
"('a', 'white')",3
,
"('white', 'chocolate')",7
,
"('chocolate', 'mocha')",7
,
"('mocha', 'which')",1
,
"('which', 'was')",50
,
"('was', 'yummy')",4
,
"('yummy', 'as')",2
,
"('as', 'well')",127
,
"('well', '')",124
,
"('', '')",9435
,
"('Really', 'great')",3
,
"('great', 'spot')",16
,
"('spot', '')",85
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'haven')",31
,
"('haven', 't')",54
,
"('t', 'been')",22
,
"('been', 'on')",4
,
"('on', 'Oltorf')",4
,
"('Oltorf', 'east')",1
,
"('east', 'of')",4
,
"('of', '')",42
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'since')",14
,
"('since', 'college')",1
,
"('college', '')",1
,
"('', 'nunnya')",1
,
"('nunnya', 'business')",1
,
"('business', 'how')",1
,
"('how', 'long')",1
,
"('long', 'ago')",1
,
"('ago', 'that')",1
,
"('that', 'was')",32
,
"('was', '')",34
,
"('', '')",9435
,
"('', 'but')",644
,
"('but', 'this')",32
,
"('this', 'is')",88
,
"('is', 'worth')",15
,
"('worth', 'the')",25
,
"('the', 'skip')",1
,
"('skip', 'over')",1
,
"('over', '')",26
,
"('', 'it')",277
,
"('it', 's')",342
,
"('s', 'just')",19
,
"('just', 'a')",34
,
"('a', 'quarter')",3
,
"('quarter', 'mile')",1
,
"('mile', 'east')",1
,
"('east', 'of')",4
,
"('of', 'the')",422
,
"('the', 'freeway')",1
,
"('freeway', '')",1
,
"('', 'Easy')",6
,
"('Easy', 'in')",1
,
"('in', 'and')",30
,
"('and', 'out')",18
,
"('out', '')",129
,
"('', 'and')",960
,
"('and', 'a')",179
,
"('a', 'friendly')",12
,
"('friendly', 'staff')",28
,
"('staff', 'to')",2
,
"('to', 'boot')",4
,
"('boot', '')",5
,
"('', '')",9435
,
"('', 'The')",1206
,
"('The', 'jalape')",1
,
"('jalape', 'o')",4
,
"('o', 'cheddar')",3
,
"('cheddar', 'sausage')",2
,
"('sausage', 'kolache')",1
,
"('kolache', '')",8
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'was')",19
,
"('was', 'awesome')",9
,
"('awesome', '')",56
,
"('', 'Tried')",5
,
"('Tried', 'one')",1
,
"('one', '')",36
,
"('', 'and')",960
,
"('and', 'then')",20
,
"('then', 'immediately')",1
,
"('immediately', 'bought')",1
,
"('bought', 'another')",1
,
"('another', '')",5
,
"('', '')",9435
,
"('', 'All')",46
,
"('All', 'their')",1
,
"('their', 'prices')",1
,
"('prices', 'are')",13
,
"('are', 'very')",26
,
"('very', 'reasonable')",5
,
"('reasonable', '')",8
,
"('', 'Their')",99
,
"('Their', 'cubano')",1
,
"('cubano', 'was')",1
,
"('was', 'really')",33
,
"('really', 'good')",54
,
"('good', 'as')",26
,
"('as', 'well')",127
,
"('well', '')",124
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'probably')",3
,
"('probably', 'shoulda')",1
,
"('shoulda', 'doubled')",1
,
"('doubled', 'up')",1
,
"('up', 'on')",12
,
"('on', 'that')",5
,
"('that', '')",69
,
"('', 'too')",15
,
"('too', '')",95
,
"('', '')",9435
,
"('', 'They')",485
,
"('They', 'also')",80
,
"('also', 'have')",55
,
"('have', 'a')",223
,
"('a', 'conference')",3
,
"('conference', 'available')",1
,
"('available', 'if')",1
,
"('if', 'you')",214
,
"('you', 'need')",29
,
"('need', 'to')",38
,
"('to', 'have')",74
,
"('have', 'more')",9
,
"('more', 'of')",25
,
"('of', 'a')",82
,
"('a', 'business')",6
,
"('business', 'discussion')",2
,
"('discussion', '')",2
,
"('', 'That')",54
,
"('That', 's')",17
,
"('s', 'a')",142
,
"('a', 'great')",177
,
"('great', 'idea')",4
,
"('idea', 'for')",1
,
"('for', 'small')",2
,
"('small', 'business')",4
,
"('business', 'owners')",4
,
"('owners', 'and')",3
,
"('and', 'freelancers')",1
,
"('freelancers', '')",1
,
"('', '')",9435
,
"('check', 'in')",423
,
"('in', 'What')",6
,
"('What', 'I')",7
,
"('I', 'look')",5
,
"('look', 'for')",2
,
"('for', 'most')",4
,
"('most', 'in')",1
,
"('in', 'a')",161
,
"('a', 'coffee')",118
,
"('coffee', 'shop')",328
,
"('shop', 'is')",26
,
"('is', 'a')",243
,
"('a', 'good')",109
,
"('good', 'study')",3
,
"('study', 'environment')",3
,
"('environment', '')",19
,
"('', 'the')",361
,
"('the', 'right')",33
,
"('right', 'lighting')",1
,
"('lighting', 'and')",3
,
"('and', 'of')",6
,
"('of', 'course')",24
,
"('course', '')",12
,
"('', 'good')",45
,
"('good', 'coffee')",86
,
"('coffee', '')",570
,
"('', '')",9435
,
"('', 'This')",227
,
"('This', 'place')",137
,
"('place', 'has')",27
,
"('has', 'big')",1
,
"('big', 'tables')",2
,
"('tables', '')",48
,
"('', 'bright')",8
,
"('bright', 'lights')",1
,
"('lights', 'and')",2
,
"('and', 'the')",378
,
"('the', 'coffee')",235
,
"('coffee', 'was')",67
,
"('was', 'good')",39
,
"('good', '')",223
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'ordered')",94
,
"('ordered', 'a')",51
,
"('a', 'black')",6
,
"('black', 'eye')",2
,
"('eye', 'with')",2
,
"('with', 'salted')",3
,
"('salted', 'Caramel')",1
,
"('Caramel', 'but')",1
,
"('but', 'I')",195
,
"('I', 'messed')",1
,
"('messed', 'it')",1
,
"('it', 'up')",13
,
"('up', 'when')",5
,
"('when', 'I')",102
,
"('I', 'added')",4
,
"('added', 'vanilla')",1
,
"('vanilla', 'almond')",6
,
"('almond', 'milk')",53
,
"('milk', '')",81
,
"('', 'I')",2231
,
"('I', 'should')",10
,
"('should', 'have')",6
,
"('have', 'known')",3
,
"('known', 'better')",1
,
"('better', '')",27
,
"('', '')",9435
,
"('', 'My')",173
,
"('My', 'boyfriend')",4
,
"('boyfriend', 'got')",4
,
"('got', '')",8
,
"('', '')",9435
,
"('', 'jalepeno')",1
,
"('jalepeno', 'kolaches')",1
,
"('kolaches', '')",8
,
"('', 'He')",37
,
"('He', 'did')",1
,
"('did', 'find')",1
,
"('find', 'a')",38
,
"('a', 'hair')",1
,
"('hair', 'baked')",1
,
"('baked', 'into')",1
,
"('into', 'one')",2
,
"('one', 'of')",115
,
"('of', 'them')",25
,
"('them', 'but')",1
,
"('but', 'the')",98
,
"('the', 'guy')",11
,
"('guy', 'at')",3
,
"('at', 'the')",115
,
"('the', 'front')",26
,
"('front', 'replaced')",1
,
"('replaced', 'it')",1
,
"('it', 'immediately')",2
,
"('immediately', '')",3
,
"('', 'Hair')",1
,
"('Hair', 'happens')",1
,
"('happens', 'ya')",1
,
"('ya', 'know')",1
,
"('know', '')",31
,
"('', 'My')",173
,
"('My', 'boyfs')",1
,
"('boyfs', 'coffee')",1
,
"('coffee', 'was')",67
,
"('was', 'way')",4
,
"('way', 'better')",3
,
"('better', 'than')",28
,
"('than', 'mine')",1
,
"('mine', '')",5
,
"('', 'He')",37
,
"('He', 'got')",1
,
"('got', 'a')",44
,
"('a', 'vanilla')",4
,
"('vanilla', 'latte')",20
,
"('latte', 'and')",45
,
"('and', 'it')",189
,
"('it', 'was')",296
,
"('was', 'delicious')",51
,
"('delicious', '')",130
,
"('', 'I')",2231
,
"('I', 'will')",79
,
"('will', 'definitely')",27
,
"('definitely', 'go')",3
,
"('go', 'back')",28
,
"('back', 'to')",42
,
"('to', 'study')",73
,
"('study', 'here')",4
,
"('here', '')",271
,
"('', '')",9435
,
"('', 'They')",485
,
"('They', 'even')",21
,
"('even', 'have')",20
,
"('have', 'a')",223
,
"('a', 'private')",1
,
"('private', 'room')",1
,
"('room', 'in')",4
,
"('in', 'the')",432
,
"('the', 'back')",49
,
"('back', '')",124
,
"('', 'Jalepeno')",1
,
"('Jalepeno', 'kolaches')",1
,
"('kolaches', 'Vanilla')",1
,
"('Vanilla', 'latte')",4
,
"('latte', 'Black')",1
,
"('Black', 'eye')",1
,
"('eye', 'with')",2
,
"('with', 'salted')",3
,
"('salted', 'caramel')",6
,
"('caramel', 'and')",3
,
"('and', 'vanilla')",2
,
"('vanilla', 'almond')",6
,
"('almond', 'milk')",53
,
"('milk', '')",81
,
"('', 'I')",2231
,
"('I', 'won')",8
,
"('won', 't')",36
,
"('t', 'add')",1
,
"('add', 'almond')",1
,
"('almond', 'milk')",53
,
"('milk', 'next')",1
,
"('next', 'time')",34
,
"('time', '')",100
,
"('', '')",9435
,
"('Although', 'unsuspecting')",1
,
"('unsuspecting', '')",1
,
"('', 'this')",94
,
"('this', 'understated')",1
,
"('understated', 'cafe')",1
,
"('cafe', 'is')",8
,
"('is', 'great')",66
,
"('great', '')",120
,
"('', '')",9435
,
"('', 'This')",227
,
"('This', 'was')",14
,
"('was', 'my')",15
,
"('my', 'first')",26
,
"('first', 'time')",33
,
"('time', 'walking')",1
,
"('walking', 'in')",5
,
"('in', 'and')",30
,
"('and', 'partaking')",1
,
"('partaking', '')",1
,
"('', 'and')",960
,
"('and', 'I')",288
,
"('I', 'have')",192
,
"('have', 'lived')",3
,
"('lived', 'and')",2
,
"('and', 'gone')",1
,
"('gone', 'by')",1
,
"('by', 'this')",11
,
"('this', 'place')",363
,
"('place', 'many')",3
,
"('many', '')",2
,
"('', 'many')",3
,
"('many', 'times')",6
,
"('times', '')",26
,
"('', 'in')",34
,
"('in', 'the')",432
,
"('the', 'atmosphere')",51
,
"('atmosphere', '')",109
,
"('', '')",9435
,
"('', 'Love')",45
,
"('Love', 'the')",35
,
"('the', 'music')",24
,
"('music', 'selection')",8
,
"('selection', '')",21
,
"('', 'the')",361
,
"('the', 'atmosphere')",51
,
"('atmosphere', 'was')",17
,
"('was', 'nice')",30
,
"('nice', 'and')",59
,
"('and', 'relaxing')",8
,
"('relaxing', '')",9
,
"('', 'the')",361
,
"('the', 'staff')",46
,
"('staff', 'were')",9
,
"('were', 'super')",5
,
"('super', 'cool')",5
,
"('cool', 'and')",8
,
"('and', 'friendly')",33
,
"('friendly', '')",114
,
"('', 'Free')",11
,
"('Free', 'wifi')",7
,
"('wifi', 'a')",1
,
"('a', 'big')",35
,
"('big', 'bonus')",1
,
"('bonus', '')",1
,
"('', 'I')",2231
,
"('I', 'came')",46
,
"('came', 'here')",26
,
"('here', 'to')",48
,
"('to', 'do')",49
,
"('do', 'some')",9
,
"('some', 'work')",46
,
"('work', '')",86
,
"('', 'Much')",1
,
"('Much', 'better')",1
,
"('better', 'than')",28
,
"('than', 'the')",31
,
"('the', 'Starbucks')",10
,
"('Starbucks', 'up')",1
,
"('up', 'the')",19
,
"('the', 'road')",7
,
"('road', '')",5
,
"('', 'Less')",3
,
"('Less', '')",1
,
"('', 'commercial')",1
,
"('commercial', '')",1
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'If')",163
,
"('If', 'you')",111
,
"('you', 'get')",30
,
"('get', 'a')",64
,
"('a', 'chance')",6
,
"('chance', 'you')",1
,
"('you', 've')",13
,
"('ve', 'got')",13
,
"('got', 'to')",12
,
"('to', 'check')",40
,
"('check', 'this')",7
,
"('this', 'place')",363
,
"('place', 'out')",17
,
"('out', '')",129
,
"('', '')",9435
,
"('So', 'happy')",4
,
"('happy', 'that')",6
,
"('that', 'I')",138
,
"('I', 'found')",25
,
"('found', 'such')",1
,
"('such', 'a')",31
,
"('a', 'cute')",23
,
"('cute', 'coffee')",4
,
"('coffee', 'shop')",328
,
"('shop', 'walking')",1
,
"('walking', 'distance')",9
,
"('distance', 'from')",4
,
"('from', 'my')",19
,
"('my', 'new')",23
,
"('new', 'apartment')",1
,
"('apartment', '')",5
,
"('', 'Lots')",32
,
"('Lots', 'of')",28
,
"('of', 'space')",8
,
"('space', '')",51
,
"('', 'would')",8
,
"('would', 'be')",41
,
"('be', 'great')",3
,
"('great', 'for')",21
,
"('for', 'studying')",23
,
"('studying', '')",26
,
"('', 'I')",2231
,
"('I', 'had')",187
,
"('had', 'an')",23
,
"('an', 'iced')",37
,
"('iced', 'chai')",10
,
"('chai', 'latte')",14
,
"('latte', 'that')",7
,
"('that', 'was')",32
,
"('was', 'delicious')",51
,
"('delicious', '')",130
,
"('', '')",9435
,
"('', 'We')",176
,
"('We', 'were')",21
,
"('were', 'originally')",1
,
"('originally', 'going')",1
,
"('going', 'there')",3
,
"('there', 'in')",3
,
"('in', 'search')",4
,
"('search', 'of')",4
,
"('of', 'sandwiches')",2
,
"('sandwiches', '')",26
,
"('', 'but')",644
,
"('but', 'right')",1
,
"('right', 'now')",10
,
"('now', 'they')",2
,
"('they', 'don')",21
,
"('don', 't')",225
,
"('t', 'have')",47
,
"('have', 'a')",223
,
"('a', 'chef')",1
,
"('chef', '')",1
,
"('', 'so')",221
,
"('so', 'we')",12
,
"('we', 'just')",1
,
"('just', 'got')",5
,
"('got', 'some')",3
,
"('some', 'chocolate')",1
,
"('chocolate', 'croissants')",4
,
"('croissants', '')",4
,
"('', 'I')",2231
,
"('I', 'also')",40
,
"('also', 'noticed')",1
,
"('noticed', 'they')",2
,
"('they', 'had')",41
,
"('had', 'a')",112
,
"('a', 'few')",94
,
"('few', 'beers')",1
,
"('beers', 'on')",3
,
"('on', 'tap')",12
,
"('tap', 'which')",1
,
"('which', 'is')",85
,
"('is', 'something')",7
,
"('something', 'good')",1
,
"('good', 'to')",8
,
"('to', 'know')",23
,
"('know', '')",31
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'really')",69
,
"('really', 'hope')",1
,
"('hope', 'more')",1
,
"('more', 'people')",6
,
"('people', 'find')",1
,
"('find', 'out')",4
,
"('out', 'about')",2
,
"('about', 'this')",35
,
"('this', 'place')",363
,
"('place', '')",261
,
"('', '')",9435
,
"('', '')",9435
,
"('The', 'only')",41
,
"('only', 'reason')",8
,
"('reason', 'this')",1
,
"('this', 'place')",363
,
"('place', 'gets')",2
,
"('gets', 'four')",1
,
"('four', 'stars')",6
,
"('stars', 'is')",10
,
"('is', 'that')",52
,
"('that', 'I')",138
,
"('I', 'can')",124
,
"('can', 'only')",7
,
"('only', 'enjoy')",1
,
"('enjoy', 'it')",4
,
"('it', 'from')",4
,
"('from', 'the')",88
,
"('the', 'hours')",4
,
"('hours', 'they')",1
,
"('they', 'are')",81
,
"('are', 'open')",11
,
"('open', 'instead')",1
,
"('instead', 'of')",23
,
"('of', '')",42
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'This')",227
,
"('This', 'is')",115
,
"('is', 'a')",243
,
"('a', 'great')",177
,
"('great', 'study')",3
,
"('study', 'spot')",8
,
"('spot', 'and')",4
,
"('and', 'is')",19
,
"('is', 'far')",2
,
"('far', 'enough')",2
,
"('enough', 'from')",2
,
"('from', 'campus')",2
,
"('campus', 'that')",1
,
"('that', 'it')",48
,
"('it', 'is')",111
,
"('is', 'not')",45
,
"('not', 'packed')",1
,
"('packed', 'with')",2
,
"('with', 'students')",4
,
"('students', '')",13
,
"('', 'The')",1206
,
"('The', 'red')",1
,
"('red', 'couch')",1
,
"('couch', 'eats')",1
,
"('eats', 'you')",1
,
"('you', 'up')",3
,
"('up', 'once')",1
,
"('once', 'you')",10
,
"('you', 'sit')",3
,
"('sit', 'down')",12
,
"('down', '')",35
,
"('', 'Traps')",1
,
"('Traps', 'you')",1
,
"('you', 'there')",4
,
"('there', 'for')",10
,
"('for', 'optimal')",1
,
"('optimal', 'productivity')",1
,
"('productivity', '')",3
,
"('', 'The')",1206
,
"('The', 'kolaches')",1
,
"('kolaches', 'were')",1
,
"('were', 'pretty')",9
,
"('pretty', 'tasty')",2
,
"('tasty', '')",43
,
"('', 'Over')",3
,
"('Over', 'all')",1
,
"('all', 'it')",3
,
"('it', 'is')",111
,
"('is', 'a')",243
,
"('a', 'great')",177
,
"('great', 'spot')",16
,
"('spot', 'whether')",1
,
"('whether', 'you')",2
,
"('you', 'want')",56
,
"('want', 'to')",87
,
"('to', 'just')",9
,
"('just', 'hang')",4
,
"('hang', 'and')",2
,
"('and', 'enjoy')",29
,
"('enjoy', 'some')",4
,
"('some', 'beverages')",1
,
"('beverages', 'or')",1
,
"('or', 'need')",1
,
"('need', 'to')",38
,
"('to', 'buckle')",2
,
"('buckle', 'down')",2
,
"('down', 'and')",7
,
"('and', 'get')",29
,
"('get', 'work')",16
,
"('work', 'down')",1
,
"('down', '')",35
,
"('', 'Only')",22
,
"('Only', 'wish')",2
,
"('wish', 'it')",6
,
"('it', 'was')",296
,
"('was', 'open')",5
,
"('open', 'later')",5
,
"('later', '')",7
,
"('', 'Maybe')",18
,
"('Maybe', 'with')",1
,
"('with', 'a')",185
,
"('a', 'little')",151
,
"('little', 'more')",11
,
"('more', 'traffic')",1
,
"('traffic', 'this')",2
,
"('this', 'place')",363
,
"('place', 'can')",3
,
"('can', 'support')",1
,
"('support', 'longer')",1
,
"('longer', 'hours')",2
,
"('hours', '')",31
,
"('', 'I')",2231
,
"('I', 'highly')",23
,
"('highly', 'recommend')",28
,
"('recommend', 'trying')",2
,
"('trying', 'it')",3
,
"('it', 'out')",40
,
"('out', '')",129
,
"('', 'Jalape')",1
,
"('Jalape', 'o')",2
,
"('o', 'cheese')",1
,
"('cheese', 'kolache')",6
,
"('kolache', 'on')",1
,
"('on', 'left')",1
,
"('left', 'regular')",1
,
"('regular', 'on')",2
,
"('on', 'right')",1
,
"('right', '')",21
,
"('', 'Carmel')",1
,
"('Carmel', 'frap')",1
,
"('frap', '')",2
,
"('check', 'ins')",217
,
"('ins', 'Oh')",1
,
"('Oh', 'please')",1
,
"('please', 'let')",1
,
"('let', 'this')",1
,
"('this', 'stay')",1
,
"('stay', 'open')",4
,
"('open', '')",34
,
"('', 'I')",2231
,
"('I', 'mean')",19
,
"('mean', 'it')",1
,
"('it', 'would')",14
,
"('would', 'be')",41
,
"('be', 'nice')",6
,
"('nice', 'to')",13
,
"('to', 'have')",74
,
"('have', 'other')",2
,
"('other', 'neighborhood')",1
,
"('neighborhood', 'coffee')",9
,
"('coffee', 'houses')",11
,
"('houses', 'I')",1
,
"('I', 'can')",124
,
"('can', 'go')",3
,
"('go', 'to')",70
,
"('to', 'closeby')",1
,
"('closeby', '')",1
,
"('', 'Their')",99
,
"('Their', 'coffee')",20
,
"('coffee', 'is')",153
,
"('is', 'decent')",4
,
"('decent', 'and')",4
,
"('and', 'the')",378
,
"('the', 'inside')",24
,
"('inside', 'of')",4
,
"('of', 'the')",422
,
"('the', 'cafe')",16
,
"('cafe', 'is')",8
,
"('is', 'big')",2
,
"('big', '')",8
,
"('', 'I')",2231
,
"('I', 'had')",187
,
"('had', 'their')",11
,
"('their', 'coffee')",63
,
"('coffee', 'and')",202
,
"('and', 'it')",189
,
"('it', 'was')",296
,
"('was', 'good')",39
,
"('good', '')",223
,
"('', 'They')",485
,
"('They', 'have')",119
,
"('have', 'free')",2
,
"('free', 'wifi')",17
,
"('wifi', 'and')",12
,
"('and', 'baked')",6
,
"('baked', 'goods')",36
,
"('goods', '')",17
,
"('', 'Cafe')",31
,
"('Cafe', 'Creme')",12
,
"('Creme', '')",2
,
"('', '')",9435
,
"('Love', 'this')",22
,
"('this', 'place')",363
,
"('place', '')",261
,
"('', 'The')",1206
,
"('The', 'coffee')",116
,
"('coffee', 'is')",153
,
"('is', 'amazing')",30
,
"('amazing', 'and')",13
,
"('and', 'the')",378
,
"('the', 'Crepes')",1
,
"('Crepes', 'are')",1
,
"('are', 'to')",6
,
"('to', 'die')",13
,
"('die', 'for')",13
,
"('for', '')",61
,
"('', '')",9435
,
"('', 'So')",107
,
"('So', 'happy')",4
,
"('happy', 'to')",23
,
"('to', 'have')",74
,
"('have', 'them')",1
,
"('them', 'in')",4
,
"('in', 'the')",432
,
"('the', 'neighborhood')",27
,
"('neighborhood', '')",29
,
"('', '')",9435
,
"('check', 'ins')",217
,
"('ins', 'Friendly')",3
,
"('Friendly', '')",5
,
"('', 'helpful')",2
,
"('helpful', '')",24
,
"('', 'variety')",2
,
"('variety', 'on')",2
,
"('on', 'the')",235
,
"('the', 'menu')",36
,
"('menu', '')",45
,
"('', '')",9435
,
"('', 'Viet')",1
,
"('Viet', 'pork')",1
,
"('pork', 'bun')",1
,
"('bun', 'and')",1
,
"('and', 'iced')",7
,
"('iced', 'French')",1
,
"('French', 'press')",3
,
"('press', 'were')",1
,
"('were', 'on')",7
,
"('on', 'point')",28
,
"('point', '')",32
,
"('', '')",9435
,
"('check', 'ins')",217
,
"('ins', 'What')",3
,
"('What', 'makes')",1
,
"('makes', 'Brian')",1
,
"('Brian', 's')",10
,
"('s', 'Brew')",7
,
"('Brew', 'special')",1
,
"('special', '')",10
,
"('', 'The')",1206
,
"('The', 'moon')",4
,
"('moon', 'milk')",43
,
"('milk', '')",81
,
"('', 'The')",1206
,
"('The', 'coffee')",116
,
"('coffee', '')",570
,
"('', 'The')",1206
,
"('The', 'fresh')",1
,
"('fresh', 'beans')",1
,
"('beans', 'that')",4
,
"('that', 'arrive')",1
,
"('arrive', 'Tuesday')",1
,
"('Tuesday', 'and')",1
,
"('and', 'Wednesday')",1
,
"('Wednesday', '')",1
,
"('', 'Or')",12
,
"('Or', 'is')",1
,
"('is', 'it')",12
,
"('it', 'Sam')",1
,
"('Sam', '')",2
,
"('', 'I')",2231
,
"('I', 'offer')",1
,
"('offer', 'to')",1
,
"('to', 'you')",18
,
"('you', 'fellow')",1
,
"('fellow', 'Yelp')",1
,
"('Yelp', 'fans')",1
,
"('fans', 'this')",1
,
"('this', '')",41
,
"('', 'all')",19
,
"('all', 'the')",72
,
"('the', 'above')",2
,
"('above', '')",2
,
"('', 'When')",54
,
"('When', 'you')",8
,
"('you', 'meet')",1
,
"('meet', 'someone')",4
,
"('someone', 'with')",1
,
"('with', 'a')",185
,
"('a', 'passion')",3
,
"('passion', 'for')",5
,
"('for', 'what')",8
,
"('what', 'they')",29
,
"('they', 'do')",25
,
"('do', '')",21
,
"('', 'add')",1
,
"('add', 'fresh')",1
,
"('fresh', 'spin')",1
,
"('spin', 'and')",1
,
"('and', 'approach')",1
,
"('approach', 'to')",2
,
"('to', 'coffee')",23
,
"('coffee', 'making')",2
,
"('making', 'you')",6
,
"('you', 'can')",134
,
"('can', 't')",90
,
"('t', 'help')",11
,
"('help', 'but')",6
,
"('but', 'rave')",1
,
"('rave', 'about')",3
,
"('about', 'Brian')",1
,
"('Brian', 's')",10
,
"('s', 'Brew')",7
,
"('Brew', '')",4
,
"('', 'In')",55
,
"('In', 'the')",16
,
"('the', 'morning')",20
,
"('morning', 'get')",1
,
"('get', 'there')",10
,
"('there', 'early')",4
,
"('early', 'and')",3
,
"('and', 'enjoy')",29
,
"('enjoy', 'the')",14
,
"('the', 'breakfast')",7
,
"('breakfast', 'tacos')",66
,
"('tacos', 'before')",1
,
"('before', 'the')",7
,
"('the', 'building')",10
,
"('building', 'employees')",1
,
"('employees', 'take')",3
,
"('take', 'advantage')",2
,
"('advantage', 'of')",4
,
"('of', 'this')",32
,
"('this', 'first')",1
,
"('first', 'floor')",3
,
"('floor', 'coffee')",2
,
"('coffee', 'stop')",6
,
"('stop', '')",5
,
"('', 'Enjoy')",6
,
"('Enjoy', 'your')",1
,
"('your', 'morning')",5
,
"('morning', 'greeting')",2
,
"('greeting', 'from')",1
,
"('from', 'Sam')",1
,
"('Sam', 'who')",1
,
"('who', 'provides')",1
,
"('provides', 'that')",1
,
"('that', 'special')",1
,
"('special', 'touch')",1
,
"('touch', 'transforming')",1
,
"('transforming', 'your')",1
,
"('your', 'morning')",5
,
"('morning', 'cup')",2
,
"('cup', 'of')",112
,
"('of', 'joe')",13
,
"('joe', 'to')",1
,
"('to', 'a')",42
,
"('a', 'delightful')",3
,
"('delightful', 'coffee')",1
,
"('coffee', 'experience')",6
,
"('experience', '')",36
,
"('', 'Never')",5
,
"('Never', 'have')",1
,
"('have', 'I')",3
,
"('I', 'described')",1
,
"('described', 'coffee')",1
,
"('coffee', 'the')",3
,
"('the', 'way')",33
,
"('way', 'I')",7
,
"('I', 'describe')",1
,
"('describe', 'wine')",1
,
"('wine', '')",14
,
"('', 'This')",227
,
"('This', 'is')",115
,
"('is', 'an')",19
,
"('an', 'amazing')",13
,
"('amazing', 'stop')",1
,
"('stop', 'and')",2
,
"('and', 'deserves')",2
,
"('deserves', 'to')",1
,
"('to', 'be')",142
,
"('be', 'shared')",2
,
"('shared', 'and')",1
,
"('and', 'enjoyed')",9
,
"('enjoyed', '')",5
,
"('', 'Take')",2
,
"('Take', 'a')",1
,
"('a', 'walk')",4
,
"('walk', 'over')",3
,
"('over', 'to')",12
,
"('to', 'the')",184
,
"('the', 'corner')",20
,
"('corner', 'of')",15
,
"('of', '')",42
,
"('', 'th')",15
,
"('th', 'and')",5
,
"('and', 'Congress')",4
,
"('Congress', '')",16
,
"('', 'enter')",1
,
"('enter', 'into')",1
,
"('into', 'the')",29
,
"('the', 'mezzanine')",1
,
"('mezzanine', 'at')",1
,
"('at', 'the')",115
,
