word,prob
"('the', 'five')",0.000806885
"('though', 'because')",0.013157895
"('s', 'just')",0.02992126
"('any', 'other')",0.073529412
"('people', 'on')",0.04379562
"('goods', 'that')",0.047619048
"('from', 'somewhere')",0.003333333
"('somewhere', 'else')",0.3
"('to', 'hate')",0.000546448
"('the', 'espressos')",0.000268962
"('and', 'lattes')",0.000689893
"('I', 'get')",0.011818528
"('for', 'free')",0.011574074
"('cause', 'it')",0.75
"('s', 'free')",0.003149606
"('same', 'thing')",0.233333333
"('was', 'expecting')",0.006282723
"('expecting', 'a')",0.333333333
"('a', 'lil')",0.001296456
"('bit', 'more')",0.157142857
"('flavored', 'coffee')",0.090909091
"('coffee', 'from')",0.005722461
"('from', 'all')",0.02
"('the', 'hype')",0.000806885
"('or', 'some')",0.011764706
"('variation', 'of')",2
"('would', 'taste')",0.012903226
"('like', 'if')",0.003134796
"('is', 'another')",0.003736921
"('to', 'Starbucks')",0.007103825
"('spot', 'with')",0.066176471
"('regular', 'coffee')",0.147058824
"('I', 'feel')",0.006099886
"('read', 'this')",0.047619048
"('Don', 't')",0.177419355
"('t', 'get')",0.079497908
"('get', 'me')",0.037190083
"('me', 'wrong')",0.018518519
"('study', 'and')",0.085365854
"('and', 'chat')",0.002759572
"('chat', 'with')",0.7
"('friends', 'and')",0.215686275
"('like', 'their')",0.02507837
"('t', 'tell')",0.0041841
"('tell', 'if')",0.029411765
"('ordering', 'the')",0.04
"('the', 'wrong')",0.001882733
"('everything', 'from')",0.018181818
"('from', 'their')",0.016666667
"('their', 'espresso')",0.033678756
"('Baked', 'goods')",0.04
"('goods', 'are')",0.19047619
"('not', 'made')",0.009302326
"('coffees', 'were')",0.083333333
"('so', 'sour')",0.002028398
"('sour', 'that')",0.25
"('lattes', 'are')",0.363636364
"('not', 'that')",0.01627907
"('that', 'kind')",0.009817672
"('taste', 'I')",0.014925373
"('a', 'fancy')",0.002160761
"('place', 'like')",0.011725293
"('was', 'that')",0.013612565
"('To', 'top')",0.000546448
"('top', 'it')",0.043478261
"('it', 'all')",0.008487654
"('nice', 'but')",0.012605042
"('t', 'exactly')",0.0041841
"('most', 'comfortable')",0.042857143
"('I', 'wasn')",0.004956157
"('huge', 'fan')",0.310344828
"('their', 'patio')",0.005181347
"('the', 'chairs')",0.000537924
"('into', 'my')",0.068965517
"('are', 'only')",0.015904573
"('along', 'the')",0.428571429
"('the', 'moment')",0.001613771
"('i', 'e')",0.000762486
"('time', 'that')",0.004694836
"('All', 'of')",0.021818182
"('are', 'things')",0.001988072
"('things', 'I')",0.106382979
"('with', 'it')",0.021806854
"('had', 'better')",0.013850416
"('better', 'coffee')",0.089552239
"('love', 'their')",0.041284404
"('only', 'had')",0.034965035
"('had', 'one')",0.016620499
"('one', 'thing')",0.021186441
"('ahead', 'of')",2.5
"('Coffee', 'was')",0.009298999
"('little', 'bit')",0.048192771
"('pretty', 'much')",0.188405797
"('interior', 'is')",0.296296296
"('provides', 'a')",0.375
"('welcoming', 'atmosphere')",0.041666667
"('atmosphere', 'with')",0.051851852
"('the', 'background')",0.004572351
"('a', 'Tuesday')",0.000432152
"('baristas', 'were')",0.227848101
"('I', 'mean')",0.007243614
"('to', 'them')",0.000546448
"('much', 'but')",0.020833333
"('but', 'sometimes')",0.003154574
"('you', 'walk')",0.016830295
"('into', 'a')",0.224137931
"('what', 'I')",0.307228916
"('even', 'close')",0.007936508
"('out', 'your')",0.007042254
"('your', 'drink')",0.048192771
"('drink', 'to')",0.028301887
"('so', 'nice')",0.026369168
"('serve', 'a')",0.025
"('of', 'things')",0.004447739
"('things', 'in')",0.085106383
"('drink', 'is')",0.047169811
"('a', 'tad')",0.002592913
"('m', 'looking')",0.013452915
"('looking', 'forward')",0.092592593
"('forward', 'to')",1.571428571
"('to', 'trying')",0.001639344
"('other', 'items')",0.006849315
"('such', 'a')",0.775
"('even', 'just')",0.007936508
"('to', 'just')",0.004918033
"('just', 'grab')",0.003521127
"('or', 'beer')",0.007843137
"('with', 'your')",0.020249221
"('your', 'friends')",0.024096386
"('those', 'who')",0.1
"('in', 'good')",0.00075358
"('good', 'weather')",0.004319654
"('My', 'only')",0.031055901
"('only', 'complaint')",0.097902098
"('complaint', 'is')",1
"('that', 'if')",0.014025245
"('if', 'it')",0.038596491
"('it', 'gets')",0.013888889
"('off', 'the')",0.264705882
"('the', 'concrete')",0.000268962
"('floor', 'and')",0.25
"('the', 'only')",0.009413663
"('only', 'reason')",0.055944056
"('i', 'm')",0.003812429
"('stars', 'is')",0.153846154
"('t', 'do')",0.014644351
"('frozen', 'blended')",0.111111111
"('some', 'people')",0.017167382
"('has', 'to')",0.043165468
"('hot', 'coffee')",0.051724138
"('in', 'any')",0.003014318
"('got', 'and')",0.017094017
"('was', 'almost')",0.004188482
"('almost', 'too')",0.083333333
"('pretty', 'to')",0.007246377
"('but', 'she')",0.003154574
"('drank', 'it')",0.666666667
"('try', 'it')",0.141732283
"('went', 'with')",0.186440678
"('it', 'hit')",0.000771605
"('hit', 'the')",0.466666667
"('the', 'spot')",0.004303389
"('after', 'a')",0.157894737
"('meal', 'and')",0.181818182
"('different', 'coffee')",0.073170732
"('know', 'where')",0.018018018
"('go', 'here')",0.064356436
"('on', 'this')",0.028142589
"('this', 'side')",0.009043928
"('the', 'employees')",0.001882733
"('employees', 'are')",0.214285714
"('with', 'some')",0.03271028
"('very', 'laid')",0.006688963
"('back', 'atmosphere')",0.013888889
"('compared', 'to')",1.333333333
"('to', 'either')",0.002185792
"('doing', 'that')",0.125
"('service', 'and')",0.188976378
"('and', 'atmosphere')",0.004484305
"('the', 'quality')",0.005379236
"('tried', 'to')",0.169230769
"('drink', 'it')",0.113207547
"('Very', 'cute')",0.016722408
"('cute', 'and')",0.261538462
"('and', 'cozy')",0.004484305
"('cozy', 'cafe')",0.025
"('noticed', 'they')",0.2
"('stock', 'of')",0.5
"('board', 'games')",1.142857143
"('Cards', 'Against')",1
"('Against', 'Humanity')",0.666666667
"('to', 'an')",0.001639344
"('my', 'laptop')",0.01242236
"('a', 'table')",0.009507347
"('table', 'right')",0.026315789
"('right', 'after')",0.024096386
"('these', 'two')",0.064516129
"('background', 'music')",0.625
"('loud', 'and')",0.307692308
"('or', 'do')",0.023529412
"('some', 'light')",0.008583691
"('looking', 'to')",0.111111111
"('your', 'laptop')",0.084337349
"('keep', 'in')",0.083333333
"('in', 'mind')",0.004521477
"('mind', 'that')",0.3
"('be', 'able')",0.033639144
"('table', 'next')",0.052631579
"('ll', 'probably')",0.118811881
"('some', 'time')",0.042918455
"('I', 'believe')",0.004956157
"('nut', 'muffin')",0.2
"('moist', 'and')",0.666666667
"('location', 'which')",0.03125
"('parking', 'in')",0.089041096
"('in', 'front')",0.018839488
"('front', 'of')",0.638888889
"('the', 'shop')",0.008337816
"('shop', 'and')",0.058333333
"('a', 'garage')",0.000432152
"('decent', 'amount')",0.08
"('of', 'plugs')",0.00222387
"('so', 'if')",0.026369168
"('you', 'come')",0.01542777
"('can', 'do')",0.014760148
"('that', 'your')",0.001402525
"('run', 'out')",0.1
"('pretty', 'clean')",0.007246377
"('was', 'okay')",0.008376963
"('Nothing', 'crazy')",0.068965517
"('other', 'reviews')",0.034246575
"('have', 'said')",0.003656307
"('said', 'that')",0.097560976
"('that', 'point')",0.001402525
"('is', 'better')",0.003736921
"('better', 'than')",0.417910448
"('the', 'stuff')",0.000268962
"('could', 'make')",0.024691358
"('make', 'at')",0.01980198
"('at', 'home')",0.085106383
"('an', 'average')",0.013761468
"('coffee', 'connoisseur')",0.003576538
"('however', 'it')",0.057142857
"('not', 'anything')",0.006976744
"('anything', 'I')",0.130434783
"('d', 'come')",0.102564103
"('back', 'for')",0.078703704
"('to', 'spend')",0.005464481
"('but', 'not')",0.083596215
"('not', 'for')",0.01627907
"('the', 'beverage')",0.000268962
"('friendly', 'baristas')",0.074561404
"('baristas', 'and')",0.037974684
"('the', 'environment')",0.001613771
"('much', 'about')",0.03125
"('but', 'their')",0.009463722
"('good', 'enough')",0.008639309
"('drink', 'black')",0.009433962
"('wine', 'selection')",0.045454545
"('off', 'on')",0.073529412
"('and', 'keep')",0.000689893
"('and', 'clean')",0.002759572
"('mix', 'of')",1
"('who', 'come')",0.012987013
"('and', 'socialize')",0.000344947
"('so', 'there')",0.006085193
"('are', 'big')",0.001988072
"('natural', 'light')",0.846153846
"('light', 'and')",0.625
"('and', 'makes')",0.002759572
"('when', 'it')",0.170588235
"('gets', 'crowded')",0.2
"('by', 'to')",0.011428571
"('coffee', 'on')",0.005722461
"('collection', 'of')",1.5
"('of', 'games')",0.00074129
"('games', 'you')",0.066666667
"('can', 'play')",0.007380074
"('just', 'want')",0.01056338
"('play', 'games')",0.25
"('and', 'chess')",0.00103484
"('to', 'name')",0.002185792
"('place', 'in')",0.036850921
"('helpful', 'staff')",0.137931034
"('for', 'good')",0.010416667
"('of', 'sitting')",0.00074129
"('everything', 'else')",0.036363636
"('you', 'd')",0.01542777
"('which', 'they')",0.046153846
"('of', 'you')",0.005930319
"('Can', 'I')",0.003690037
"('work', 'on')",0.072727273
"('espresso', 'I')",0.015625
"('will', 'change')",0.019480519
"('find', 'parking')",0.132352941
"('atmosphere', 'at')",0.014814815
"('The', 'pastry')",0.000806885
"('tasted', 'stale')",0.03125
"('to', 'cut')",0.002185792
"('usually', 'like')",0.032258065
"('stars', 'but')",0.061538462
"('but', 'really')",0.007886435
"('seating', 'indoors')",0.018987342
"('indoors', 'and')",1
"('conference', 'room')",0.666666667
"('else', 'to')",0.1
"('not', 'crowded')",0.009302326
"('outside', 'seating')",0.285714286
"('is', 'taking')",0.000747384
"('the', 'sun')",0.000537924
"('is', 'trying')",0.000747384
"('to', 'break')",0.000546448
"('through', 'the')",0.428571429
"('thanks', 'to')",0.076923077
"('to', 'work')",0.030054645
"('work', 'and')",0.078787879
"('I', 'live')",0.009149828
"('rose', 'and')",0.037037037
"('and', 'can')",0.003449465
"('can', 'barely')",0.003690037
"('but', 'will')",0.001577287
"('room', 'in')",0.117647059
"('Austin', 'but')",0.003968254
"('lattes', 'here')",0.045454545
"('walked', 'away')",0.083333333
"('cup', 'that')",0.018018018
"('was', 'bigger')",0.002094241
"('after', 'I')",0.105263158
"('I', 'finished')",0.002287457
"('finished', 'it')",0.5
"('I', 'must')",0.002287457
"('you', 'the')",0.008415147
"('is', 'quite')",0.003736921
"('If', 'they')",0.007017544
"('a', 'double')",0.002160761
"('be', 'sure')",0.021406728
"('the', 'deal')",0.000537924
"('and', 'several')",0.000344947
"('several', 'other')",0.095238095
"('Be', 'sure')",0.003058104
"('for', 'one')",0.003472222
"('one', 'because')",0.012711864
"('fresh', 'baked')",0.037735849
"('go', 'fast')",0.004950495
"('new', 'coffee')",0.13592233
"('it', 'doesn')",0.009259259
"('t', 'show')",0.0041841
"('The', 'space')",0.004841313
"('is', 'large')",0.002989537
"('and', 'airy')",0.001379786
"('study', 'space')",0.024390244
"('the', 'noise')",0.000806885
"('noise', 'from')",0.111111111
"('the', 'tall')",0.000268962
"('are', 'incredibly')",0.005964215
"('and', 'despite')",0.000344947
"('despite', 'the')",0.2
"('quickly', 'and')",0.352941176
"('coffee', 'itself')",0.004291845
"('itself', 'is')",0.423076923
"('where', 'the')",0.150943396
"('the', 'owner')",0.01048951
"('and', 'hand')",0.001379786
"('the', 'beans')",0.002151694
"('also', 'offer')",0.052132701
"('of', 'cold')",0.00222387
"('pm', 'on')",0.125
"('The', 'food')",0.003765465
"('are', 'wonderful')",0.005964215
"('meeting', 'place')",0.307692308
"('front', 'counter')",0.083333333
"('options', 'in')",0.127272727
"('back', 'of')",0.027777778
"('amazing', 'and')",0.117117117
"('Nice', 'space')",0.004201681
"('the', 'couch')",0.001075847
"('latte', 'at')",0.008097166
"('is', 'worth')",0.011210762
"('worth', 'trying')",0.035087719
"('shop', 'should')",0.016666667
"('good', 'service')",0.017278618
"('beer', 'if')",0.037735849
"('need', 'it')",0.034482759
"('it', 'isn')",0.003858025
"('here', 'twice')",0.020408163
"('the', 'past')",0.001882733
"('week', 'to')",0.103448276
"('atmosphere', 'of')",0.022222222
"('have', 'mentioned')",0.005484461
"('coming', 'in')",0.095238095
"('big', 'windows')",0.093023256
"('an', 'outdoor')",0.009174312
"('outdoor', 'area')",0.028571429
"('well', 'with')",0.066666667
"('with', 'tables')",0.007788162
"('bar', 'that')",0.025641026
"('that', 'has')",0.01542777
"('good', 'selection')",0.012958963
"('wine', 'and')",0.090909091
"('and', 'of')",0.002069679
"('really', 'enjoy')",0.015384615
"('and', 'will')",0.006898931
"('will', 'continue')",0.019480519
"('continue', 'to')",1.25
"('to', 'frequent')",0.001092896
"('frequent', 'this')",0.428571429
"('He', 'is')",0.032967033
"('guy', 'and')",0.071428571
"('to', 'tell')",0.004371585
"('tell', 'us')",0.029411765
"('it', 'comes')",0.014660494
"('comes', 'from')",0.157894737
"('espresso', 'is')",0.1015625
"('is', 'smooth')",0.001494768
"('flavorful', 'and')",0.307692308
"('they', 'make')",0.025
"('the', 'beverages')",0.000806885
"('the', 'location')",0.005110274
"('the', 'design')",0.001882733
"('alcohol', 'and')",0.333333333
"('these', 'guys')",0.193548387
"('coffee', 'which')",0.00286123
"('which', 'makes')",0.066666667
"('me', 'feel')",0.02962963
"('about', 'being')",0.014150943
"('a', 'patron')",0.000432152
"('live', 'close')",0.071428571
"('beat', 'the')",0.111111111
"('lunch', 'time')",0.083333333
"('recommend', 'coming')",0.086956522
"('coming', 'before')",0.015873016
"('you', 'shouldn')",0.001402525
"('shouldn', 't')",2
"('a', 'problem')",0.002160761
"('waiting', 'in')",0.285714286
"('even', 'during')",0.015873016
"('are', 'able')",0.001988072
"('hanging', 'out')",1.058823529
"('have', 'food')",0.001828154
"('and', 'fresh')",0.002069679
"('shop', 'is')",0.108333333
"('and', 'knowledgeable')",0.003104519
"('knowledgeable', 'staff')",0.111111111
"('and', 'comedy')",0.000344947
"('out', 'their')",0.024647887
"('their', 'new')",0.007772021
"('new', 'location')",0.097087379
"('South', 'Congress')",0.653846154
"('started', 'coming')",0.25
"('twice', 'a')",0.571428571
"('bit', 'pricey')",0.085714286
"('pricey', 'for')",0.176470588
"('can', 'deal')",0.007380074
"('can', 'see')",0.029520295
"('see', 'myself')",0.065934066
"('myself', 'coming')",0.083333333
"('here', 'for')",0.109693878
"('would', 'recommend')",0.070967742
"('the', 'garage')",0.001075847
"('about', 'two')",0.009433962
"('blocks', 'away')",1
"('Went', 'here')",0.033898305
"('for', 'breakfast')",0.00462963
"('about', 'a')",0.037735849
"('over', 'and')",0.108695652
"('it', 'tasted')",0.006944444
"('Also', 'ordered')",0.004739336
"('were', 'great')",0.035087719
"('them', 'in')",0.047619048
"('is', 'perfectly')",0.000747384
"('but', 'definitely')",0.011041009
"('definitely', 'had')",0.006410256
"('the', 'door')",0.003227542
"('a', 'more')",0.002160761
"('as', 'they')",0.026162791
"('decent', 'cup')",0.04
"('this', 'city')",0.007751938
"('and', 'got')",0.003104519
"('to', 'know')",0.012568306
"('minutes', 'while')",0.038461538
"('while', 'he')",0.038461538
"('was', 'super')",0.031413613
"('super', 'busy')",0.063063063
"('a', 'community')",0.000432152
"('I', 'first')",0.001524971
"('making', 'it')",0.2
"('it', 'my')",0.00154321
"('my', 'go')",0.026397516
"('study', 'spot')",0.097560976
"('the', 'absolute')",0.000268962
"('do', 'like')",0.023809524
"('that', 'their')",0.011220196
"('their', 'staff')",0.007772021
"('is', 'extremely')",0.001494768
"('table', 'was')",0.026315789
"('was', 'approached')",0.002094241
"('a', 'person')",0.001728608
"('owner', 'manager')",0.031746032
"('to', 'everyone')",0.00273224
"('everyone', 'in')",0.051282051
"('but', 'actually')",0.001577287
"('that', 'in')",0.004207574
"('even', 'if')",0.03968254
"('s', 'small')",0.001574803
"('since', 'we')",0.083333333
"('taking', 'up')",0.0625
"('see', 'that')",0.098901099
"('that', 'those')",0.001402525
"('those', 'are')",0.04
"('have', 'mixed')",0.001828154
"('mixed', 'feelings')",0.111111111
"('feelings', 'about')",1
"('about', 'them')",0.004716981
"('even', 'being')",0.023809524
"('in', 'which')",0.002260739
"('writing', 'this')",0.5
"('review', 'from')",0.033898305
"('from', 'my')",0.063333333
"('s', 'personal')",0.001574803
"('In', 'my')",0.004521477
"('my', 'opinion')",0.01552795
"('a', 'business')",0.002592913
"('purchasing', 'a')",0.333333333
"('one', 'hand')",0.008474576
"('I', 'hadn')",0.002287457
"('hadn', 't')",1.5
"('have', 'bought')",0.001828154
"('bought', 'a')",1.25
"('which', 'would')",0.005128205
"('been', 'pretty')",0.007352941
"('on', 'being')",0.00750469
"('On', 'the')",0.011257036
"('other', 'hand')",0.01369863
"('was', 'sold')",0.003141361
"('on', 'everything')",0.001876173
"('everything', 'about')",0.109090909
"('to', 'others')",0.001639344
"('how', 'great')",0.034482759
"('great', 'it')",0.00621118
"('they', 'should')",0.006578947
"('So', 'how')",0.002028398
"('many', 'times')",0.105263158
"('can', 'I')",0.022140221
"('before', 'I')",0.115942029
"('to', 'buy')",0.006557377
"('buy', 'again')",0.125
"('some', 'sort')",0.017167382
"('not', 'aware')",0.004651163
"('These', 'are')",0.064516129
"('and', 'to')",0.003449465
"('be', 'honest')",0.006116208
"('buying', 'a')",0.8
"('Maybe', 'I')",0.15625
"('used', 'to')",1
"('my', 'local')",0.00621118
"('Starbucks', 'and')",0.101694915
"('something', 'like')",0.092307692
"('from', 'now')",0.003333333
"('now', 'on')",0.040540541
"('may', 'come')",0.033333333
"('over', 'this')",0.032608696
"('but', 'for')",0.009463722
"('ll', 'pass')",0.00990099
"('pass', 'on')",0.5
"('Coffee', 'and')",0.00286123
"('my', 'friends')",0.01242236
"('friends', 'to')",0.039215686
"('do', 'the')",0.03968254
"('But', 'if')",0.017350158
"('you', 'go')",0.022440393
"('latte', 'with')",0.089068826
"('s', 'delicious')",0.009448819
"('ambience', 'of')",0.05
"('of', 'comfortable')",0.008154188
"('chairs', 'and')",0.285714286
"('and', 'desk')",0.000344947
"('with', 'laptops')",0.004672897
"('is', 'seating')",0.000747384
"('offer', 'almond')",0.02173913
"('soy', 'milk')",0.454545455
"('with', 'coffee')",0.015576324
"('to', 'place')",0.00273224
"('beer', 'choices')",0.018867925
"('eclectic', 'and')",0.625
"('everything', 'is')",0.181818182
"('why', 'I')",0.275862069
"('I', 'keep')",0.001906214
"('is', 'pleasant')",0.002242152
"('pleasant', 'and')",0.206896552
"('a', 'guy')",0.001728608
"('takes', 'it')",0.133333333
"('of', 'customers')",0.005189029
"('I', 'truly')",0.001143729
"('is', 'what')",0.011210762
"('environment', 'and')",0.225806452
"('of', 'business')",0.00222387
"('business', 'I')",0.047619048
"('I', 'see')",0.003812429
"('m', 'there')",0.00896861
"('right', 'in')",0.120481928
"('in', 'with')",0.006028636
"('nice', 'coffee')",0.021008403
"('the', 'middle')",0.001882733
"('middle', 'of')",1.2
"('of', 'an')",0.006671609
"('tip', 'for')",0.142857143
"('for', 'parking')",0.00462963
"('and', 'spent')",0.000689893
"('much', 'time')",0.020833333
"('than', 'I')",0.129310345
"('care', 'to')",0.136363636
"('to', 'admit')",0.003825137
"('m', 'too')",0.013452915
"('to', 'Austin')",0.012021858
"('was', 'extremely')",0.006282723
"('issue', 'is')",0.1
"('seating', 'can')",0.006329114
"('limited', 'and')",0.28
"('and', 'lighting')",0.000344947
"('lighting', 'is')",0.142857143
"('like', 'I')",0.062695925
"('especially', 'if')",0.333333333
"('area', 'for')",0.011494253
"('for', 'other')",0.003472222
"('is', 'ok')",0.004484305
"('ok', 'and')",0.05
"('a', 'number')",0.005185825
"('number', 'of')",1.222222222
"('of', 'times')",0.004447739
"('have', 'always')",0.012797075
"('been', 'friendly')",0.007352941
"('my', 'drinks')",0.001552795
"('drinks', 'were')",0.086614173
"('were', 'good')",0.052631579
"('shopping', 'center')",1
"('look', 'and')",0.045454545
"('The', 'ambiance')",0.00295858
"('inviting', 'and')",0.571428571
"('two', 'of')",0.048543689
"('staff', 'members')",0.025477707
"('themselves', 'and')",0.142857143
"('and', 'made')",0.006553984
"('an', 'effort')",0.013761468
"('effort', 'to')",1
"('are', 'made')",0.023856859
"('This', 'was')",0.018087855
"('perfect', 'place')",0.144144144
"('if', 'the')",0.038596491
"('more', 'popular')",0.005847953
"('popular', 'though')",0.066666667
"('s', 'no')",0.026771654
"('no', 'doubt')",0.015748031
"('doubt', 'that')",0.5
"('We', 'got')",0.038610039
"('got', 'a')",0.376068376
"('many', 'coffee')",0.035087719
"('thru', 'the')",0.25
"('care', 'at')",0.045454545
"('resulting', 'in')",1
"('instead', 'of')",1.4375
"('people', 'were')",0.080291971
"('We', 'bought')",0.003861004
"('bag', 'of')",1
"('the', 'way')",0.00887574
"('way', 'out')",0.042253521
"('Too', 'bad')",0.024242424
"('available', 'to')",0.114285714
"('to', 'purchase')",0.002185792
"('but', 'we')",0.012618297
"('just', 'go')",0.014084507
"('back', 'again')",0.037037037
"('again', 'for')",0.027027027
"('little', 'place')",0.060240964
"('a', 'short')",0.003457217
"('walk', 'from')",0.03125
"('my', 'job')",0.001552795
"('the', 'cold')",0.003765465
"('cold', 'and')",0.064516129
"('this', 'morning')",0.014211886
"('morning', 'and')",0.102941176
"('and', 'walked')",0.00103484
"('walked', 'over')",0.083333333
"('m', 'so')",0.044843049
"('so', 'glad')",0.022312373
"('glad', 'that')",0.181818182
"('so', 'excited')",0.014198783
"('see', 'what')",0.054945055
"('quality', 'and')",0.094339623
"('and', 'ambiance')",0.001379786
"('ambiance', 'of')",0.096774194
"('what', 'is')",0.036144578
"('then', 'they')",0.041666667
"('are', 'on')",0.02584493
"('I', 'decided')",0.009531071
"('just', 'the')",0.063380282
"('any', 'I')",0.014705882
"('really', 'fresh')",0.003846154
"('fresh', 'and')",0.094339623
"('The', 'prices')",0.001344809
"('too', 'bad')",0.018181818
"('noticed', 'that')",0.3
"('offer', 'an')",0.02173913
"('assortment', 'of')",1.833333333
"('of', 'baked')",0.004447739
"('menu', 'has')",0.029411765
"('from', 'and')",0.003333333
"('trying', 'it')",0.15
"('The', 'best')",0.003765465
"('me', 'was')",0.007407407
"('owner', 'and')",0.079365079
"('the', 'sweet')",0.001613771
"('They', 'made')",0.003947368
"('I', 'wanted')",0.011437286
"('wanted', 'to')",0.833333333
"('a', 'chat')",0.000864304
"('with', 'them')",0.009345794
"('everything', 'a')",0.090909091
"('place', 'could')",0.001675042
"('could', 'offer')",0.012345679
"('t', 'wait')",0.037656904
"('wait', 'to')",0.465116279
"('What', 'can')",0.018072289
"('say', 'about')",0.081967213
"('s', 'so')",0.02519685
"('attention', 'to')",1.4
"('owner', 'is')",0.174603175
"('so', 'fun')",0.006085193
"('is', 'kind')",0.005231689
"('kind', 'and')",0.164179104
"('He', 'has')",0.021978022
"('for', 'his')",0.001157407
"('products', 'and')",0.142857143
"('to', 'some')",0.004371585
"('of', 'fresh')",0.005189029
"('for', 'someone')",0.00462963
"('like', 'me')",0.043887147
"('t', 'love')",0.0041841
"('love', 'coffee')",0.041284404
"('as', 'much')",0.037790698
"('much', 'as')",0.052083333
"('as', 'my')",0.029069767
"('even', 'have')",0.158730159
"('have', 'happy')",0.001828154
"('draft', 'beer')",0.333333333
"('Keep', 'up')",0.083333333
"('up', 'the')",0.096938776
"('the', 'great')",0.001882733
"('We', 'will')",0.015444015
"('ins', 'The')",0.075
"('offers', 'a')",1
"('to', 'eat')",0.008743169
"('things', 'to')",0.255319149
"('location', 'does')",0.041666667
"('little', 'to')",0.012048193
"('other', 'than')",0.075342466
"('than', 'Starbucks')",0.060344828
"('my', 'girlfriend')",0.00310559
"('a', 'review')",0.003025065
"('is', 'probably')",0.003736921
"('recommended', 'to')",0.066666667
"('by', 'that')",0.011428571
"('forced', 'to')",2
"('a', 'hidden')",0.002592913
"('filled', 'with')",0.916666667
"('At', 'first')",0.010638298
"('first', 'glance')",0.009708738
"('knew', 'I')",0.555555556
"('a', 'treat')",0.001728608
"('took', 'my')",0.25
"('a', 'special')",0.003025065
"('I', 'remember')",0.001906214
"('the', 'price')",0.003227542
"('price', 'of')",0.041666667
"('for', 'about')",0.005787037
"('their', 'bakery')",0.002590674
"('bakery', 'options')",0.125
"('me', 'that')",0.033333333
"('I', 'often')",0.001524971
"('or', 'two')",0.035294118
"('most', 'importantly')",0.014285714
"('made', 'my')",0.108333333
"('my', 'sister')",0.00931677
"('minutes', 'of')",0.230769231
"('an', 'open')",0.036697248
"('number', 'and')",0.111111111
"('and', 'find')",0.00103484
"('table', 'with')",0.157894737
"('minutes', 'later')",0.038461538
"('out', 'and')",0.070422535
"('bring', 'your')",0.285714286
"('your', 'order')",0.072289157
"('order', 'to')",0.091954023
"('the', 'manager')",0.000268962
"('came', 'up')",0.029411765
"('to', 'greet')",0.000546448
"('greet', 'and')",0.5
"('us', 'for')",0.057692308
"('for', 'our')",0.009259259
"('extremely', 'nice')",0.142857143
"('gave', 'me')",1.2
"('the', 'extra')",0.000806885
"('new', 'go')",0.058252427
"('outside', 'of')",0.12244898
"('places', 'in')",0.293333333
"('Austin', 'for')",0.043650794
"('beer', 'wine')",0.056603774
"('of', 'friends')",0.00148258
"('that', 'don')",0.005610098
"('t', 'drink')",0.012552301
"('to', 'both')",0.001092896
"('well', 'so')",0.006666667
"('just', 'your')",0.003521127
"('your', 'typical')",0.054216867
"('typical', 'coffee')",0.285714286
"('The', 'vibe')",0.002151694
"('vibe', 'is')",0.125
"('is', 'cool')",0.002989537
"('cool', 'and')",0.112676056
"('is', 'superb')",0.001494768
"('ve', 'gone')",0.043269231
"('weekend', 'nights')",0.125
"('recommend', 'stopping')",0.014492754
"('stopping', 'here')",0.4
"('t', 'always')",0.0041841
"('are', 'kinda')",0.001988072
"('shop', 'itself')",0.016666667
"('So', 'if')",0.00811359
"('you', 'plan')",0.007012623
"('plan', 'to')",0.666666667
"('it', 'may')",0.003858025
"('a', 'parking')",0.003889369
"('parking', 'spot')",0.04109589
"('and', 'then')",0.006898931
"('m', 'still')",0.031390135
"('just', 'need')",0.007042254
"('sure', 'I')",0.166666667
"('live', 'in')",0.357142857
"('grab', 'some')",0.28
"('and', 'staff')",0.002069679
"('very', 'kind')",0.013377926
"('My', 'favorite')",0.034161491
"('go', 'there')",0.069306931
"('out', 'with')",0.080985915
"('with', 'my')",0.03894081
"('Loved', 'it')",0.05
"('seats', 'available')",0.227272727
"('We', 'love')",0.011583012
"('but', 'still')",0.02681388
"('taste', 'good')",0.044776119
"('Very', 'nice')",0.023411371
"('five', 'star')",0.375
"('because', 'of')",0.118518519
"('of', 'its')",0.003706449
"('and', 'breakfast')",0.003104519
"('overall', 'the')",0.054054054
"('it', 'does')",0.009259259
"('what', 'it')",0.114457831
"('As', 'much')",0.002906977
"('not', 'take')",0.004651163
"('take', 'away')",0.12962963
"('two', 'stars')",0.009708738
"('mean', 'to')",0.076923077
"('do', 'that')",0.023809524
"('for', 'two')",0.006944444
"('here', 'during')",0.010204082
"('I', 'understand')",0.000762486
"('the', 'star')",0.000268962
"('so', 'don')",0.026369168
"('know', 'how')",0.108108108
"('situation', 'is')",0.166666667
"('now', 'a')",0.040540541
"('have', 'become')",0.003656307
"('become', 'more')",0.142857143
"('a', 'working')",0.000864304
"('it', 'feels')",0.008487654
"('are', 'too')",0.005964215
"('too', 'many')",0.024242424
"('people', 'in')",0.065693431
"('I', 'hope')",0.007624857
"('hope', 'they')",0.615384615
"('they', 'can')",0.006578947
"('can', 'fix')",0.003690037
"('and', 'work')",0.003449465
"('spot', 'on')",0.154411765
"('wifi', 'and')",0.155844156
"('bit', 'loud')",0.028571429
"('handle', 'that')",1
"('then', 'you')",0.229166667
"('would', 'never')",0.025806452
"('find', 'better')",0.014705882
"('coffee', 'than')",0.003576538
